Ticker,Description
ACCO,"
				ACCO Brands Corp. engages in the manufacture and marketing of office, school, calendar products, and select computer and electronic accessories. It operates through the followings segments: ACCO Brands North America, ACCO Brands EMEA, and ACCO Brands International. The ACCO Brands North America segment includes the U. S. and Canada operations, wherein it manufactures, sources, and sells traditional office products, school supplies, and calendar products. The ACCO Brands EMEA segment deals with the design, sourcing, and distribution of storage and organization products, stapling, punching, laminating, binding and shredding products, do-it-yourself tools, and computer accessories in Europe, the Middle East, and Africa. The ACCO Brands International segments refers to the operations from the rest of the world, primarily Australia/New Zealand, Latin America, and Asia-Pacific The company was founded by Fred J. 
			"
ACC,"
				American Campus Communities, Inc. engages in the development, ownership, and management of student housing communities. It operates through the following segments: Owned Properties, On-Campus Participating Properties, Development Services, and Property Management Services. The Owned Properties segment refers to location with close proximity to the school campus, generally with pedestrian, bicycle, and university shuttle access. The On-Campus Participating Properties segment comprises of on-campus properties which are operated under long-term ground or facility leases with university systems. The Development Services segment includes development and construction management services that the company provides through taxable real estate investment trust subsidiaries for third-party owners. The Property Management Services segment covers marketing, leasing administration, facilities maintenance, business administration, accounts payable, accounts receivable, financial reporting, capital projects, and residence life student development. The company was founded by William C. 
			"
ACBI,"
				Atlantic Capital Bancshares, Inc. is a holding company, which engages in the provision of commercial banking services. The company provides an array of credit, treasury management, and deposit products and services. It also provides capital markets, mortgage banking, and electronic banking services to its corporate, business, and individual clients. The company was founded in 2006 and is headquartered in Atlanta, GA.
			"
ACHC,"
				Acadia Healthcare Co. , Inc. engages in the provision of behavioral healthcare services. It operates through the following business segments: United States (U. S. ) Facilities and the United Kingdom (U. K. ) Facilities. 
			"
ACGL,"
				Arch Capital Group Ltd. provides property and casualty insurance and reinsurance lines. It operates through the following segments: Insurance, Reinsurance, Mortgage, Corporate (Non-Underwriting), and Other. The Insurance segment consists of insurance underwriting units which offer specialty product lines like construction and national accounts, excess and surplus casualty, lenders products, professional lines, and programs. The Reinsurance segment is comprised of reinsurance underwriting which offer specialty product lines such as casualty, marine and aviation, other specialty, property catastrophe, property excluding property catastrophe, and other. The Mortgage segment is the operations that includes U. S. and international mortgage insurance and reinsurance operations as well as GSE credit risk sharing transactions. 
			"
ACIA,"
				Acacia Communications, Inc. is engaged in the development, manufacture, and sale of high-speed coherent optical interconnect products that are designed to transform communications networks through improvements in performance, capacity, and cost. The company was founded by Mehrdad Givehchi, Benny P. Mikkelsen, and Christian J. Rasmussen in June 2009 and is headquartered in Maynard, MA.
			"
ACIW,"
				ACI Worldwide, Inc. engages in the development, marketing, installation, and support of software products and solutions primarily focused on facilitating real-time electronic payments. It operates through the following segments: ACI on Premise and ACI on Demand. . The ACI on Premise segment serves customers who manage their software on site. The ACI on Demand segment covers the needs of banks, financial intermediaries, merchants, and corporates who use payments to facilitate their core business. The company was founded in 1975 and is headquartered in Naples, FL. . 
			"
ACLS,"
				Axcelis Technologies, Inc. engages in the design, manufacture and service of dry strip, ion implantation and other processing equipment used in the fabrication of semiconductor chips. It provides service and support, including spare parts, equipment upgrades, maintenance services and customer training. The firms' products include Purion H, Optima HDx, Purion XE, Optima XEx, Paradigm XE, and Purion M. It also sells equipment and services through direct sales, distributors and manufacturing representatives. The company was founded in 1978 and is headquartered in Beverly, MA.
			"
ACM,"
				AECOM engages in the design, build, finance, and operation of infrastructure assets for governments, businesses and organizations. It operates through the following segments: Design and Consulting Services, Construction Services, Management Services, and AECOM Capital. The Design and Consulting Services segment engages in planning, consulting, architectural and engineering design services to commercial and government clients, such as transportation, facilities, environmental, energy, water, and government. The Construction Services segment includes building construction & energy, and infrastructure & industrial construction. The Management Services segment refers to the program and facilities management and maintenance, training, logistics, consulting, technical assistance, and systems integration and information technology services primarily for agencies of the U. S. government and other national governments globally. The AECOM Capital segment engages in investing in real estate, public-private partnership and infrastructure projects. 
			"
ACN,"
				Accenture Plc engages in the provision of management consulting, technology, and outsourcing services. It operates through the following segments: Communications, Media, and Technology; Financial Services; Health and Public Service; Products; Resources; and Other. The Communications, Media, and Technology segment serves communications, media, high-tech, and software and platform companies through acceleration and delivery of digital transformation, development of comprehensive and industry-specific solutions, and enhance efficiency and business results. The companyâ€™s services include helping clients capture new growth by shifting to data-driven and platform-based models, optimizing their cost structures, increasing product and business model innovation, and differentiating and scaling digital experiences for their customers. The Financial Services segment serves the banking, capital markets, and insurance industries by addressing growth, cost and profitability pressures, industry consolidation, regulatory changes and the need to continually adapt to new digital technologies. The Health and Public Service segment serves healthcare payers and providers, as well as government departments and agencies, public service organizations, educational institutions, and non-profit organizations through provision of insights and offerings, including consulting services and digital solutions. The Products segment serves the following: Consumer Goods, Retail, and Travel Services group; Industrial group; and Life Sciences. The company helps clients enhance their performance in distribution and sales and marketing; in research and development and manufacturing; and in business functions such as finance, human resources, procurement and supply chain while leveraging technology. 
			"
ACRE,"
				Ares Commercial Real Estate Corp. engages in originating and investing in commercial real estate loans and related investments. The Companyâ€™s investments include senior mortgage loans, subordinated debt, preferred equity, mezzanine loans and other commercial real estate investments, including commercial mortgage backed securities, which are secured, directly or indirectly, by office, multifamily, retail, industrial, lodging, senior-living, self storage, student housing and other commercial real estate properties, or by ownership interests. Ares Commercial Real Estate was founded in September 2011 and is headquartered in New York, NY.
			"
ACNB,"
				ACNB Corp. is a holding company. The firm engages in the provision of banking, financial and wealth management services. It operates through the following segments: Bank and RIG. The Bank segment offers bank and related financial services. The RIG segment offers property and casualty, life and health insurance to both commercial and individual clients. The company was founded in 1982 and is headquartered in Gettysburg, PA. . 
			"
ACOR,"
				Acorda Therapeutics, Inc. engages in the development of therapies that restore function and improve the lives of people with neurological disorders. Its products include AMPYRA (dalfampridine), INBRIJA (levodopa inhalation powder), BTT1023 (timolumab), SYN120, rHIgM22, and GGF2 (Cimaglermin alfa). The company was founded by Ronald Cohen in 1995 and is headquartered in Ardsley, NY.
			"
ACRS,"
				Aclaris Therapeutics, Inc. operates as a dermatologist-led biopharmaceutical company, which engages in identifying, developing, and commercializing novel drugs to address the needs in medical and aesthetic dermatology and immunology. It operates through Therapeutics and Contract Research segments. The Therapeutics segment focuses in identifying, developing, and commercializing innovative and differentiated therapies to address significant unmet needs in medical and aesthetic dermatology. The Contract Research segment provides laboratory services under contract research arrangements to pharmaceutical and biotech companies. The company was founded by Neal S. Walker, Frank Ruffo, Kamil Ali-Jackson, Christopher V. Powala, and Stuart D. 
			"
ACRX,"
				AcelRx Pharmaceuticals, Inc. engages in the development and commercialization of therapies use in medically supervised settings. Its products include sufentanil, DZUVEO, DSUVIA ZALVISO US and ZALVISO EU. The company was founded by Thomas A. Schreck and Pamela Pierce Palmer on July 13, 2005 and is headquartered in Redwood City, CA.
			"
ADC,"
				Agree Realty Corp. is a real estate investment trust, which focuses on the ownership, development, acquisition, and management of retail properties net leased to national tenants. It specializes in acquiring and developing net leased retail properties for retail tenants. The company was founded by Richard Agree in 1971 and is headquartered in Bloomfield Hills, MI.
			"
ACTG,"
				Acacia Research Corp. engages in the acquisition, development, and patents technologies through its subsidiaries. Its operating subsidiaries assist patent owners with the prosecution and development of their patent portfolios, the protection of their patented inventions from unauthorized use, the generation of licensing revenue from users of their patented technologies and, if necessary, with the enforcement against unauthorized users of their patented technologies. The company was founded by Robert Bruce Stewart on January 25, 1993 and is headquartered in Irvine, CA.
			"
ADBE,"
				Adobe, Inc. engages in the provision of digital marketing and media solutions. It operates through the following segments: Digital Media, Digital Experience, and Publishing. The Digital Media segment offers creative cloud services, which allow members to download and install the latest versions of products, such as Adobe Photoshop, Adobe Illustrator, Adobe Premiere Pro, Adobe Photoshop Light room and Adobe InDesign, as well as utilize other tools, such as Adobe Acrobat. The Digital Experience segment provides solutions, including analytics, social marketing, targeting, media optimization, digital experience management, and cross-channel campaign management, as well as premium video delivery and monetization. The Publishing segment includes legacy products and services for eLearning solutions, technical document publishing, web application development, and high-end printing. The company was founded by Charles M. Geschke and John E. 
			"
ADES,"
				Advanced Emissions Solutions, Inc. is a holding company, which engages in the provision of environmental and emission control equipment to power generation industry. It operates through the Refined Coal and Power Generation and Industrials segments. The Refined Coal segment includes Tinuum Group, Tinuum Services, and GWN Manager. The Power Generation and Industrials segment refers to the sale of Activated Carbon Injection and Dry Sorbent Injection equipment systems, chemical sales, consulting services, and other sales related to the reduction of emissions in the coal-fired electric generation process and the electric utility industry. The company was founded in 1996 and is headquartered in Highlands Ranch, CO.
			"
ADM,"
				Archer-Daniels-Midland Co. processes oilseeds, corn, wheat, cocoa and other agricultural commodities. The company operates through the following segments: Ag Services and Oilseeds, Carbohydrate Solutions and Nutrition. The Ag Services and Oilseeds segment includes activities related to the origination, merchandising, crushing, and further processing of oilseeds such as soybeans and soft seeds, such as cottonseed, sunflower seed, canola, rapeseed, and flaxseed into vegetable oils and protein meals. The Carbohydrate Solutions segment engages in corn wet milling and dry milling activities; and also converts corn into sweeteners, starches, and bioproducts. The Nutrition segment provides customer needs for food, beverages, health and wellness, and more. Archer-Daniels-Midland was founded in 1902 and is headquartered in Chicago, IL. . 
			"
ADI,"
				Analog Devices, Inc. engages in the design, development, manufacture, and marketing of integrated circuits (ICs). Its products include industrial process control systems, medical imaging equipment, factory process automation systems, patient vital signs monitoring devices, instrumentation and measurement systems, wireless infrastructure equipment, energy management systems, networking equipment, aerospace and defense electronics, optical systems, automobiles, and portable consumer devices. The company was founded by Raymond P. Stata and Matthew Lorber in 1965 and is headquartered in Norwood, MA.
			"
ADNT,"
				Adient plc manufactures automotive seating systems. The firm's products include Complete Seats, Commercial vehicle seats, Structures & Mechanisms, Foam, Fabrics and Trim. It operates through the following segments: Seating, Seat Structures and Mechanism, and Interiors segments. The Seating segment produces automotive seat metal structures and mechanisms, foam, trim, and fabric. The Seat Structures and Mechanism segment produces seat structures and mechanisms for inclusion in complete seat systems that are produced by Adient or others. The Interiors segment offers instrument panels, floor consoles, door panels, overhead consoles, cockpit systems, and decorative trim. The company was founded on December 17, 2015 and is headquartered Dublin, Ireland. . 
			"
ADMS,"
				Adamas Pharmaceuticals, Inc. engages in discovery and development of chrono-synchronous therapies for chronic neurologic disorders. Its products include GOCOVRI, ADS-5012, ADS-4101, and Namzaric. GOCOVRI is indicated for the treatment of dyskinesia in patients with Parkinsonâ€™s disease receiving levodopa-based therapy. ADS-5102 is a treatment for walking impairment in patients with multiple sclerosis. ADS-401 treats partial onset seizures in patients with epilepsy. Namzaric is a drug treatment for moderate to severe Alzheimer's disease. The company was founded by Gregory T. 
			"
ADP,"
				Automatic Data Processing, Inc. engages in the provision of business outsourcing solutions specializes in cloud-based human capital management. It operates through the following business segments: Employer Services; and Professional Employer Organization Services; and Other. The Employer Services segment provides clients ranging from single-employee small businesses to large enterprises with tens of thousands of employees around the world, offering a range of human resources outsourcing and technology-based human capital management solutions, including strategic, cloud-based platforms. The Professional Employer Organization Services segment offers small and mid-sized businesses a human resources outsourcing solution through a co-employment mode. The company was founded by Henry Taub in 1949 and is headquartered in Roseland, NJ.
			"
ADPT,"
				Adaptive Biotechnologies Corp. engages in the development of an immune medicine platform. It harnesses the inherent biology of the adaptive immune system to transform the diagnosis and treatment of disease. Its products and services include immunoSEQ, clonoSEQ, cellular therapy, and vaccines. The company was founded by Chad Robins, Harlan Robins, and Chris Carlson in September 2009 and is headquartered in Seattle, WA.
			"
ADSK,"
				Autodesk, Inc. engages in the design of software and services. Its products include Autodesk 360 cloud services, AutoCAD civil 3D and LT, 3Ds Max, Maya, and Revit. The firm also offers development and manufacturing software, which provides manufacturers in automotive, transportation, industrial machinery, consumer products, and building product industries with comprehensive digital design, engineering, and production solutions; and digital media and entertainment, which consists of tools for digital sculpting, modeling, animation, effects, rendering, and compositing for design visualization, visual effects, and games production. The company was founded by John Walker in April 1982 and is headquartered in San Rafael, CA.
			"
ADSW,"
				Advanced Disposal Services, Inc. offers waste disposal, collection and recycling services for residential, commercial, industrial and construction customers. The firm's services include recycling, residential, commercial, landfils, special waste, and transfer stations. It operates through the following segments: South, East, Midwest, and Corporate. The company was founded in November, 2000 and is headquartered in Ponte Vedra Beach, FL.
			"
ADS,"
				Alliance Data Systems Corp. engages in the provision of data-driven and transaction-based marketing and customer loyalty solutions. It operates through the following segments: LoyaltyOne, Epsilon and Card Services. The LoyaltyOne segment provides coalition and short-term loyalty programs. The Epsilon segment offers end-to-end, integrated marketing solutions. The Card Services offers risk management solutions, account origination, funding, transaction processing, customer care, collections, and marketing services for the company's private label and co-brand credit card programs. The company was founded in 1996 and is headquartered in Columbus, Ohio. . 
			"
ADRO,
ADT,"
				ADT, Inc. engages in providing monitored security, interactive home, and business automation and related monitoring services. It offers set of burglary, video, access control, fire and smoke alarm, and medical alert solutions for residential, commercial, and multi-site customers. The company was founded in May 2015 and is headquartered in Boca Raton, FL.
			"
ADTN,"
				ADTRAN, Inc. engages in the provision of networking and communications equipment. It operates through the Network Solutions and Services and Support business segment. The Network Solutions segment includes hardware products and next-generation virtualized solutions used in service provider or business networks, as well as prior-generation products. The Services and Support segment offers ProCloud managed services, network installation, engineering and maintenance services, and fee-based technical support and equipment repair/replacement plans. The company was founded by Mark C. Smith in November 1985 and is headquartered in Huntsville, AL. . 
			"
ADXS,"
				Advaxis, Inc. is a biotechnology company, which engages in the discovery, development and commercialization of cancer immunotherapies. It manages platform technology that utilizes live attenuated Listeria monocytogenes bioengineered to secrete antigen or adjuvant fusion proteins. It has four franchises in various stages of clinical and pre-clinical development, namely: HPV-associated cancers, prostate cancer, neoantigen therapy and hotspot mutation therapy. The company was founded on June 5, 1987 and is headquartered in Princeton, NJ.
			"
ADUS,"
				Addus HomeCare Corp. engages in the provision of in-home personal care services. It operates through the following segments: Personal Care, Hospice, and Home Health. The Personal Care segment provides non-medical assistance with activities of daily living, primarily to persons who are at risk of hospitalization or institutionalization, such as the elderly, chronically ill or disabled. The Hospice segment includes physical, emotional, and spiritual care for people who are terminally ill as well as for their families. The Home Health segment offers services that are primarily medical in nature to individuals who may require assistance during an illness or after surgery, and include skilled nursing and physical, occupational and speech therapy. The company was founded on July 27, 2006 and is headquartered in Frisco, TX. . 
			"
AEE,"
				Ameren Corp. is a public utility holding company, which engages in the provision of electric and natural gas services. It operates through the following segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, Ameren Transmission, and Other. The Ameren Transmission segment consists of the aggregated electric transmission businesses of Ameren Illinois and Ameren Transmission Company of Illinois (ATXI). The company was founded in 1902 and is headquartered in St. Louis, MO.
			"
AE,"
				Adams Resources & Energy, Inc. engages in the business of crude oil marketing, transportation and storage in various crude oil and natural gas basins. It operates through the following segments: Crude Oil Marketing, and Transportation. The Crude Oil Marketing segment engages in crude oil marketing, transportation and storage. The Transportation segment engages in tank truck transportation of liquid chemicals and dry bulk. The company was founded by Kenneth Stanley Adams, Jr. in 1947 and is headquartered in Houston, TX. . 
			"
AEIS,"
				Advanced Energy Industries, Inc. engages in the provision of precision power conversion, measurement, and control solutions. It offers products used in complex semiconductor and thin film plasma processes such as dry etch, strip, chemical and physical deposition; high and low voltage applications such as process control, analytical instrumentation and medical equipment; and in temperature-critical thermal applications such as material and chemical processing. The company was founded by Douglas S. Schatz in 1981 and is headquartered in Fort Collins, CO.
			"
AEL,"
				American Equity Investment Life Holding Co. engages in the development and sale of annuity and life insurance products through its subsidiaries. It focuses on issuing fixed index and fixed rate annuities. The company was founded by David J. Noble on December 15, 1995 and is headquartered in West Des Moines, IA.
			"
AEGN,"
				Aegion Corp. engages in the provision of infrastructure protection, maintenance, and rehabilitation. It operates through the following segments: Infrastructure Solutions, Corrosion Protection and Energy Services. The Infrastructure Solutions segment focuses on the municipal water and wastewater pipeline sector. The Corrosion Protection segment captures the benefits of continued oil and natural gas pipeline infrastructure developments. It also protects, maintain, rehabilitate, assess, and monitor pipelines from the effects of corrosion. The Energy Services segment gives value proposition based safety and labor productivity programs, which allow cost-effective construction, maintenance, turnaround, and specialty services. The company was founded in 1971 and is headquartered in Chesterfield, MO. 
			"
AEO,"
				American Eagle Outfitters, Inc. is a multi-brand specialty retailer. It offers an assortment of apparel and accessories for men and women under the American Eagle Outfitters brand, and intimates, apparel and personal care products for women under the Aerie brand. The firm operates stores in the United States, Canada, Mexico, Hong Kong, China and the United Kingdom. It also acquired two emerging brands to complement its existing brands, Tailgate, a vintage sports-inspired apparel brand, and Todd Snyder New York, a premium menswear brand. The company was founded in 1977 and is headquartered in Pittsburgh, PA.
			"
AEP,"
				American Electric Power Co. , Inc. is a public utility holding company that engages in the business of generation, transmission and distribution of electricity. It operates through the following segments: Vertically Integrated Utilities, Transmission & Distribution Utilities, AEP Transmission Holdco and Generation & Marketing. The Vertically Integrated Utilities segment engages in the generation, transmission and distribution of electricity for sale to retail and wholesale customers through assets owned and operated by its subsidiaries. The Transmission & Distribution Utilities segment engages in the business of transmission and distribution of electricity for sale to retail and wholesale customers through assets owned and operated by its subsidiaries. The AEP Transmission Holdco segment engages in the development, construction and operation of transmission facilities through investments in its wholly-owned transmission subsidiaries and joint ventures. The Generation & Marketing segment engages in non-regulated generation and marketing, risk management, and retail activities. 
			"
AFG,"
				American Financial Group, Inc. is an insurance holding company. It engages in property and casualty insurance, focusing on commercial products for businesses, and in the sale of fixed and fixed-indexed annuities in the retail, financial institutions and education markets. The company was founded by Carl Henry Lindner Jr. in 1959 and is headquartered in Cincinnati, OH.
			"
AES,"
				AES Corp. engages in the provision of power generation and utility services through its renewable and thermal generation facilities and distribution businesses. It operates through the following business segments: U. S. and Utilities Strategic Business Unit (SBU), South America SBU, MCAC SBU, Eurasia SBU, and Corporate and Other. The U. S. and Utilities SBU segment consists of facilities in the United States, Puerto Rico, and El Salvador. 
			"
