ABMD.OQ,"ABIOMED, Inc. is a provider of temporary percutaneous mechanical circulatory support devices. The Company offers care to heart failure patients. The Company operates in the segment of the research, development and sale of medical devices to assist or replace the pumping function of the failing heart. The Company develops, manufactures and markets products that are designed to enable the heart to rest, heal and recover by improving blood flow to the coronary arteries and end-organs and/or temporarily performing the pumping function of the heart. The Company's product portfolio includes the Impella 2.5, Impella CP, Impella RP, Impella LD, Impella 5.0 and AB5000. The Company's products are used in the cardiac catheterization lab (cath lab), by interventional cardiologists, the electrophysiology lab, the hybrid lab and in the heart surgery suite by heart surgeons."
ALL,"Allstate Corporation (Allstate) is a holding company for Allstate Insurance Company. The Company's business is conducted principally through Allstate Insurance Company, Allstate Life Insurance Company and other subsidiaries. The Company is engaged in the property-casualty insurance business and the life insurance, accident and health insurance and protection plans that cover electronic devices and personal identities. Its segments include Allstate Protection, Allstate Life, Allstate Benefits, Service Businesses, Allstate Annuities, Discontinued Lines and Coverages, and Corporate and Other. The Company offers its products in the United States and Canada."
AMD.OQ,"Advanced Micro Devices, Inc. is a global semiconductor company. The Company is engaged in offering x86 microprocessors, as standalone devices or as incorporated into an accelerated processing unit (APU), chipsets, discrete graphics processing units (GPUs) and professional graphics, and server and embedded processors and semi-custom System-on-Chip (SoC) products and technology for game consoles. The Company's segments include the Computing and Graphics segment, and the Enterprise, Embedded and Semi-Custom segment. The Computing and Graphics segment primarily includes desktop and notebook processors and chipsets, discrete GPUs and professional graphics. The Enterprise, Embedded and Semi-Custom segment primarily includes server and embedded processors, semi-custom SoC products, development services, technology for game consoles and licensing portions of its intellectual property portfolio."
ATVI.OQ,"Activision Blizzard, Inc. is a developer and publisher of interactive entertainment content and services. The Company develops and distributes content and services across various gaming platforms, including video game consoles, personal computers (PC) and mobile devices. Its segments include Activision Publishing, Inc. (Activision), Blizzard Entertainment, Inc. (Blizzard), King Digital Entertainment (King) and Other. Activision is a developer and publisher of interactive software products and content. Blizzard is engaged in developing and publishing of interactive software products and entertainment content, particularly in PC gaming. King is a mobile entertainment company. It is engaged in other businesses, including The Major League Gaming (MLG) business; The Activision Blizzard Studios (Studios) business, and The Activision Blizzard Distribution (Distribution) business. It also develops products spanning other genres, including action/adventure, role-playing and simulation."
ALK,"Alaska Air Group, Inc. is the holding company of Alaska Airlines (Alaska), Virgin America Inc., Horizon Air (Horizon) and other business units. The Company operates through three segments: Mainline, Regional and Horizon. Its Mainline segment includes Alaska's and Virgin America's scheduled air transportation for passengers and cargo throughout the United States, and in parts of Canada, Mexico, Costa Rica and Cuba. Its Regional segment includes Horizon's and other third-party carriers' scheduled air transportation for passengers across a shorter distance network within the United States under capacity purchased arrangements (CPAs). Its Horizon segment includes the capacity sold to Alaska under CPA. Alaska and Virgin America operate fleets of narrowbody passenger jets. As of December 31, 2016, it maintained two frequent flyer plans: the Alaska Airlines Mileage Plan and the Virgin America Elevate."
AEE,"Ameren Corporation is a utility holding company. The Company's subsidiaries include Ameren Missouri, Ameren Illinois and Ameren Transmission Company (ATXI). It operates through four segments. The Ameren Missouri segment includes all of the operations of Ameren Missouri. The Ameren Illinois Electric Distribution segment consists of the electric distribution business of Ameren Illinois. The Ameren Illinois Natural Gas segment consists of the natural gas business of Ameren Illinois. The ATXI segment consists of the aggregated electric transmission businesses of Ameren Illinois and ATXI. Ameren Missouri operates a rate-regulated electric generation, transmission, and distribution business and a rate-regulated natural gas distribution business in Missouri. Ameren Illinois operates rate-regulated electric distribution, electric transmission and natural gas distribution businesses in Illinois. ATXI operates a Federal Energy Regulatory Commission rate-regulated electric transmission business."
MO,"Altria Group, Inc. is a holding company. The Company's segments include smokeable products, smokeless products and wine. The Company's subsidiaries include Philip Morris USA Inc. (PM USA), which is engaged in the manufacture and sale of cigarettes in the United States; John Middleton Co. (Middleton), which is engaged in the manufacture and sale of machine-made cigars and pipe tobacco, and UST LLC (UST), which, through its subsidiaries, including U.S. Smokeless Tobacco Company LLC (USSTC) and Ste. Michelle Wine Estates Ltd. (Ste. Michelle), is engaged in the manufacture and sale of smokeless tobacco products and wine. Its other operating companies include Nu Mark LLC (Nu Mark), a subsidiary that is engaged in the manufacture and sale of tobacco products, and Philip Morris Capital Corporation (PMCC), a subsidiary that maintains a portfolio of finance assets. Other subsidiaries include Altria Group Distribution Company and Altria Client Services LLC."
ADBE.OQ,"Adobe Inc., formerly Adobe Systems Incorporated, is a software company. The Company offers products and services used by professionals, marketers, knowledge workers, application developers, enterprises and consumers for creating, managing, measuring, optimizing and engaging with compelling content and experiences. It operates through three segments: Digital Media, Digital Experience and Publishing. Its Digital Media segment provides tools and solutions that enable individuals, small and medium businesses and enterprises to create, publish, promote and monetize their digital content. Its Digital Experience segment provides solutions and services for how digital advertising and marketing are created, managed, executed, measured and optimized. Its Publishing segment addresses market opportunities ranging from the diverse authoring and publishing needs of technical and business publishing to its legacy type and original equipment manufacturer printing businesses."
AKAM.OQ,"Akamai Technologies, Inc. is engaged in providing cloud services for delivering, optimizing and securing content and business applications over the Internet. The Company is involved in offering content delivery network (CDN) services. Its services include the delivery of content, applications and software over the Internet, as well as mobile and security solutions. Its solutions include Performance and Security Solutions, Media Delivery Solutions, and Service and Support Solutions. Its Performance and Security Solutions include Web and Mobile Performance Solutions, Cloud Security Solutions, Enterprise Solutions and Network Operator Solutions. The Media Delivery Solutions offerings include Adaptive Delivery solutions, Download Delivery offerings, Infinite Media Acceleration solutions Media Services and Media Analytics. It offers a range of professional services and solutions designed to assist its customers with integrating, configuring, optimizing and managing its core offerings."
GOOGL.OQ,"Alphabet Inc. is a holding company. The Company's businesses include Google Inc. (Google) and its Internet products, such as Access, Calico, CapitalG, GV, Nest, Verily, Waymo and X. The Company's segments include Google and Other Bets. The Google segment includes its Internet products, such as Search, Ads, Commerce, Maps, YouTube, Google Cloud, Android, Chrome and Google Play, as well as its hardware initiatives. The Google segment is engaged in advertising, sales of digital content, applications and cloud offerings, and sales of hardware products. The Other Bets segment is engaged in the sales of Internet and television services through Google Fiber, sales of Nest products and services, and licensing and research and development (R&D) services through Verily. It offers Google Assistant, which allows users to type or talk with Google; Google Maps, which helps users navigate to a store, and Google Photos, which helps users store and organize all of their photos."
GOOG.OQ,"Alphabet Inc. is a holding company. The Company's businesses include Google Inc. (Google) and its Internet products, such as Access, Calico, CapitalG, GV, Nest, Verily, Waymo and X. The Company's segments include Google and Other Bets. The Google segment includes its Internet products, such as Search, Ads, Commerce, Maps, YouTube, Google Cloud, Android, Chrome and Google Play, as well as its hardware initiatives. The Google segment is engaged in advertising, sales of digital content, applications and cloud offerings, and sales of hardware products. The Other Bets segment is engaged in the sales of Internet and television services through Google Fiber, sales of Nest products and services, and licensing and research and development (R&D) services through Verily. It offers Google Assistant, which allows users to type or talk with Google; Google Maps, which helps users navigate to a store, and Google Photos, which helps users store and organize all of their photos."
ALXN.OQ,"Alexion Pharmaceuticals, Inc. is a biopharmaceutical company. The Company is focused on the development and commercialization of therapeutic products. The Company’s marketed products include SOLIRIS (eculizumab), Strensiq (asfotase alfa), Kanuma (sebelipase alfa), ULTOMIRIS, Andexxa and Ondexxya. The Company’s clinical development programs include ALXN1210, ALXN1810, ALXN1720, ALXN1830, ALXN1840 and ABY-039. The Company’s ULTOMIRIS is a long-acting C5 inhibitor discovered and developed by Alexion that works by inhibiting the C5 protein in the terminal complement cascade. Its SOLIRIS is an C5 inhibitor discovered and developed by Alexion that works by inhibiting the C5 protein in the terminal complement cascade. SOLIRIS is a humanized monoclonal antibody that effectively blocks terminal complement activity at the doses prescribed. "
LNT.OQ,"Alliant Energy Corporation operates as a regulated investor-owned public utility holding company. The Company's segments include Utility and Non-regulated, Parent and Other. The Utility segment includes the operations of Interstate Power and Light Company (IPL) and Wisconsin Power and Light Company (WPL), which serve retail customers in Iowa and Wisconsin. The Utility segment includes utility electric operations, utility gas operations and utility other, which includes steam operations and the unallocated portions of the utility business. Its Non-regulated, Parent and Other segment includes the operations of Alliant Energy Resources, LLC and its subsidiaries; Alliant Energy Corporate Services, Inc. (Corporate Services); the Alliant Energy parent company, and any Alliant Energy parent company consolidating adjustments. IPL and WPL own a portfolio of electric generating units located in Iowa, Wisconsin and Minnesota with a fuel mix, including coal, natural gas and renewable resources."
AMZN.OQ,"Amazon.com, Inc. offers a range of products and services through its Websites. The Company's products include merchandise and content that it purchases for resale from vendors and those offered by third-party sellers. It also manufactures and sells electronic devices. It operates through three segments: North America, International and Amazon Web Services (AWS). Its AWS products include analytics, Amazon Athena, Amazon CloudSearch, Amazon EMR, Amazon Elasticsearch Service, Amazon Kinesis, Amazon Managed Streaming for Apache Kafka, Amazon Redshift, Amazon QuickSight, AWS Data Pipeline, AWS Glue and AWS Lake Formation. AWS solutions include machine learning, analytics and data lakes, Internet of Things, serverless computing, containers, enterprise applications, and storage. In addition, the Company provides services, such as advertising. It also offers Amazon Prime, a membership program that includes free shipping, access to streaming of various movies and television (TV) episodes."
ALGN.OQ,"Align Technology, Inc. designs, manufactures and markets a system of clear aligner therapy, intra-oral scanners and computer-aided design/computer-aided manufacturing (CAD/CAM) digital services used in dentistry, orthodontics and dental records storage. The Company operates through two segments: Clear Aligner segment and Scanner and Services (Scanner) segment. The Clear Aligner segment consists of its Invisalign System, which includes Invisalign Full, Teen and Assist (Comprehensive Products), Express/Lite (Non-Comprehensive Products) and Vivera Retainers, along with its training and ancillary products for treating malocclusion (Non-Case). The Scanner segment consists of intra-oral scanning systems and other services available with the intra-oral scanners that provide digital alternatives to the traditional cast models. The Scanner segment includes its iTero scanner and OrthoCAD services."
AAL.OQ,"American Airlines Group Inc. is a holding company. The Company's primary business activity is the operation of a network air carrier, providing scheduled air transportation for passengers and cargo. The Company operates through American segment, which provides air transportation for passengers and cargo. The Company's cargo division provides a range of freight and mail services with facilities and interline connections available across the globe. Together with its regional airline subsidiaries and third-party regional carriers operating as American Eagle, its airline operated an average of nearly 6,700 flights per day to nearly 350 destinations in more than 50 countries, principally from its hubs in Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Miami, New York, Philadelphia, Phoenix and Washington, District of Columbia, as of December 31, 2016. In the fiscal year ended December 31, 2016, approximately 199 million passengers boarded its mainline and regional flights."
Ticker,Description
MMM,"3M Co is a technology company. The Company operates through four segments: Safety and Industrial, Transportation and Electronics, Health Care and Consumer. Safety and Industrial segment consist of personal safety, industrial adhesives and tapes, abrasives, closure and masking systems, electrical markets, automotive aftermarket, and roofing granules. Transportation and Electronics segment consists of electronics, including display materials and systems, electronic materials solutions, automotive and aerospace, commercial solutions, advanced materials, and transportation safety. Health Care segment’s products and services include medical and surgical supplies, skin health and infection prevention products, oral care solutions, separation and purification sciences, health information systems and food safety products. Consumer segment serves consumers and consists of home improvement, stationery and office supplies, home care and consumer health care."
ABT,"Abbott Laboratories is engaged in the discovery, development, manufacture and sale of a range of healthcare products. The Company operates through four segments: Established Pharmaceutical Products, Diagnostic Products, Nutritional Products and Vascular Products. Its Established Pharmaceutical Products include a range of branded generic pharmaceuticals manufactured around the world and marketed and sold outside the United States. Its Diagnostic Products include a range of diagnostic systems and tests. Its Nutritional Products include a range of pediatric and adult nutritional products. Its Company's Vascular Products include a range of coronary, endovascular, vessel closure and structural heart devices for the treatment of vascular disease. The Company, through St. Jude Medical, Inc., also offers products, such as rhythm management products, electrophysiology products, heart failure related products, vascular products, structural heart products and neuromodulation products."
AAP,"Advance Auto Parts, Inc. provides automotive aftermarket parts in North America, serving do-it-for-me (Professional) and do-it-yourself (DIY), customers. The Company's stores and branches offer a selection of brand name, original equipment manufacturer (OEM) and private label automotive replacement parts, accessories, batteries and maintenance items for domestic and imported cars, vans, sport utility vehicles and light and heavy duty trucks. It serves through various channels ranging from traditional brick and mortar store locations to self-serving e-commerce sites. As of December 31, 2016, it operated 5,062 total stores and 127 branches primarily under the trade names Advance Auto Parts, Autopart International, Carquest and Worldpac. As of December 31, 2016, its Advance Auto Parts operations consisted of three geographic divisions, which included the operations of the stores operating under the Advance Auto Parts, Carquest and Autopart International trade names."
AES,"The AES Corporation is a holding company. The Company, through its subsidiaries, operates a diversified portfolio of electricity generation and distribution businesses. The Company is organized into four market-oriented strategic business units (SBUs): US and Utilities (United States, Puerto Rico and El Salvador); South America (Chile, Colombia, Argentina and Brazil); MCAC (Mexico, Central America and the Caribbean), and Eurasia (Europe and Asia). It has two lines of business: generation and utilities. The generation business owns and/or operates power plants to generate and sell power to customers, such as utilities, industrial users, and other intermediaries. The Company's utilities business owns and/or operates utilities to generate or purchase, distribute, transmit and sell electricity to customers in the residential, commercial, industrial and governmental sectors within a defined service area. "
ACN,"Accenture plc is a professional services company. It provides management and technology consulting services. Its segments include Communications, Media and Technology; Financial Services; Health and Public Service; Products, and Resources. The Communications, Media & Technology segment serves communications, electronics, technology, media and entertainment industries. The Financial Services segment serves banking, capital markets and insurance industries. The Health & Public service segment serves healthcare payers and providers, and government departments and agencies, public service organizations, educational institutions and non-profit organizations. The Resources segment serves chemicals, energy, forest products, metals and mining, utilities and related industries. It offers digital advertising services. The Company also provides companies with a comprehensive offering across content creation production and distribution."
AFL,"Aflac Incorporated is a business holding company. The Company is involved in supplemental health and life insurance, which is marketed and administered through its subsidiary, American Family Life Assurance Company of Columbus (Aflac). The Company's insurance business consists of two segments: Aflac Japan and Aflac U.S. The Company designs the United States insurance products to provide supplemental coverage for people having medical or primary insurance coverage. Aflac U.S. offers accident coverage on both an individual and group basis. The Company offers cancer plans, critical illness plans, and critical care and recovery plans. The Company designs the United States insurance products to provide supplemental coverage for people having medical or primary insurance coverage. Aflac U.S. offers accident coverage on both an individual and group basis. The Company offers cancer plans, critical illness plans, and critical care and recovery plans."
A,"Agilent Technologies, Inc. provides application focused solutions that include instruments, software, services and consumables for the entire laboratory workflow. The Company serves the life sciences, diagnostics and applied chemical markets. It has three business segments: life sciences and applied markets business, diagnostics and genomics business, and Agilent CrossLab business. Its life sciences and applied markets business segment offers instruments and software that enable customers to identify, quantify and analyze the physical and biological properties of substances and products, as well as enable customers in the clinical and life sciences research areas to interrogate samples at the molecular level. Its diagnostics and genomics business segment includes the reagent partnership, pathology, companion diagnostics, genomics and the nucleic acid solutions businesses. Its Agilent CrossLab business segment spans the entire lab with its consumables and services portfolio."
APD,"Air Products and Chemicals, Inc., is an industrial gases company. The Company's Industrial Gases business provides atmospheric and process gases and related equipment to manufacturing markets, including refining and petrochemical, metals, electronics, and food and beverage. The Company is also a supplier of liquefied natural gas process technology and equipment. The Company operates through five segments: Industrial Gases-Americas, Industrial Gases-Europe, Middle East, and Africa (EMEA), Industrial Gases-Asia, Industrial Gases-Global, and Corporate and other."
ALB,"Albemarle Corporation is a global developer, manufacturer and marketer of highly-engineered specialty chemicals. The Company operates through three segments: Lithium and Advanced Materials, Bromine Specialties and Refining Solutions. Lithium and Advanced Materials segment consist of two product categories: Lithium and Performance Catalyst Solutions. The bromine and bromine-based business includes products used in fire safety solutions and other specialty chemicals applications. The Company serves various end markets, including petroleum refining, consumer electronics, energy storage, construction, automotive, lubricants, pharmaceuticals, crop protection, food safety and custom chemistry services. As of December 31, 2016, the Company and its joint ventures operated 31 production and research and development (R&D) facilities, as well as a number of administrative and sales offices, around the world."
ALK,"Alaska Air Group, Inc. is the holding company of Alaska Airlines (Alaska), Virgin America Inc., Horizon Air (Horizon) and other business units. The Company operates through three segments: Mainline, Regional and Horizon. Its Mainline segment includes Alaska's and Virgin America's scheduled air transportation for passengers and cargo throughout the United States, and in parts of Canada, Mexico, Costa Rica and Cuba. Its Regional segment includes Horizon's and other third-party carriers' scheduled air transportation for passengers across a shorter distance network within the United States under capacity purchased arrangements (CPAs). Its Horizon segment includes the capacity sold to Alaska under CPA. Alaska and Virgin America operate fleets of narrowbody passenger jets. As of December 31, 2016, it maintained two frequent flyer plans: the Alaska Airlines Mileage Plan and the Virgin America Elevate."
ARE,"Alexandria Real Estate Equities, Inc. is a real estate investment (REIT). The Company is engaged in the business of providing space for lease to the life science and technology industries. It focuses on collaborative life science and technology campuses. It develops urban cluster campuses and ecosystems. As of December 31, 2016, the Company had 199 properties in North America. As of December 31, 2016, its asset base in North America consisted of 25.2 million square feet, including 19.9 million rentable square feet/foot (RSF) of operating properties, and development and redevelopment of under construction or pre-construction, as well as 5.3 million square feet of future ground-up development projects. Its properties are located in various areas, including Greater Boston, San Francisco, New York City, San Diego, Seattle, Maryland and Research Triangle Park. Its properties include Alexandria Technology Square, Alexandria Park at 128 and Alexandria Technology Center-Gateway."
ADBE.OQ,"Adobe Inc., formerly Adobe Systems Incorporated, is a software company. The Company offers products and services used by professionals, marketers, knowledge workers, application developers, enterprises and consumers for creating, managing, measuring, optimizing and engaging with compelling content and experiences. It operates through three segments: Digital Media, Digital Experience and Publishing. Its Digital Media segment provides tools and solutions that enable individuals, small and medium businesses and enterprises to create, publish, promote and monetize their digital content. Its Digital Experience segment provides solutions and services for how digital advertising and marketing are created, managed, executed, measured and optimized. Its Publishing segment addresses market opportunities ranging from the diverse authoring and publishing needs of technical and business publishing to its legacy type and original equipment manufacturer printing businesses."
ALL,"Allstate Corporation (Allstate) is a holding company for Allstate Insurance Company. The Company's business is conducted principally through Allstate Insurance Company, Allstate Life Insurance Company and other subsidiaries. The Company is engaged in the property-casualty insurance business and the life insurance, accident and health insurance and protection plans that cover electronic devices and personal identities. Its segments include Allstate Protection, Allstate Life, Allstate Benefits, Service Businesses, Allstate Annuities, Discontinued Lines and Coverages, and Corporate and Other. The Company offers its products in the United States and Canada."
ABMD.OQ,"ABIOMED, Inc. is a provider of temporary percutaneous mechanical circulatory support devices. The Company offers care to heart failure patients. The Company operates in the segment of the research, development and sale of medical devices to assist or replace the pumping function of the failing heart. The Company develops, manufactures and markets products that are designed to enable the heart to rest, heal and recover by improving blood flow to the coronary arteries and end-organs and/or temporarily performing the pumping function of the heart. The Company's product portfolio includes the Impella 2.5, Impella CP, Impella RP, Impella LD, Impella 5.0 and AB5000. The Company's products are used in the cardiac catheterization lab (cath lab), by interventional cardiologists, the electrophysiology lab, the hybrid lab and in the heart surgery suite by heart surgeons."
