ABMD,"
				ABIOMED, Inc. engages in the research, development, and sale of medical devices to assist or replace the pumping function of the failing heart. It distributes its products under the Impella brand. The company was founded by David M. Lederman in 1981 and is headquartered in Danvers, MA.
			"
ACN,"
				Accenture Plc engages in the provision of management consulting, technology, and outsourcing services. It operates through the following segments: Communications, Media, and Technology; Financial Services; Health and Public Service; Products; Resources; and Other. The Communications, Media, and Technology segment serves communications, media, high-tech, and software and platform companies through acceleration and delivery of digital transformation, development of comprehensive and industry-specific solutions, and enhance efficiency and business results. The companyâ€™s services include helping clients capture new growth by shifting to data-driven and platform-based models, optimizing their cost structures, increasing product and business model innovation, and differentiating and scaling digital experiences for their customers. The Financial Services segment serves the banking, capital markets, and insurance industries by addressing growth, cost and profitability pressures, industry consolidation, regulatory changes and the need to continually adapt to new digital technologies. The Health and Public Service segment serves healthcare payers and providers, as well as government departments and agencies, public service organizations, educational institutions, and non-profit organizations through provision of insights and offerings, including consulting services and digital solutions. The Products segment serves the following: Consumer Goods, Retail, and Travel Services group; Industrial group; and Life Sciences. The company helps clients enhance their performance in distribution and sales and marketing; in research and development and manufacturing; and in business functions such as finance, human resources, procurement and supply chain while leveraging technology. 
			"
ATVI,"
				Activision Blizzard, Inc. engages in the development and publication of interactive entertainment. It operates through the following segments: Activision Publishing, Blizzard Entertainment, and King Digital Entertainment. The Activision Publishing segment develops and publishes interactive software products and entertainment content, particularly for the console platform. The Blizzard Entertainment segment develops and publishes interactive software products and entertainment content, particularly for the PC platform. The King Digital Entertainment segment develops and publishes interactive entertainment content and services, particularly on mobile platforms, such as Google's Android and Apple's iOS. The company was founded in 1979 and is headquartered in Santa Monica, CA. . 
			"
AFL,"
				Aflac, Inc. is a holding company, which engages in the provision financial protection services. It operates through the Aflac Japan and Aflac United States (U. S. ) segments. The Aflac Japan segment offers life insurance, death benefits, and cash surrender values. The Aflac U. S. 
			"
AAP,"
				Advance Auto Parts, Inc. engages in the supply and distribution of aftermarket automotive products for both professional installers and do-it-yourself customers. It operates through the following segments: Northern Division, Southern Division, Carquest Canada, Independents and Worldpac. Advance Auto Parts offers replacement parts, performance parts, accessories, oil and fluids, engine parts, brakes, batteries, accessories, and tools and garage. The company was founded by Arthur Taubman in 1929 and is headquartered in Raleigh, NC.
			"
AMD,"
				Advanced Micro Devices, Inc. engages in the provision of semiconductor businesses. It operates through the following segments: Computing & Graphics, and Enterprise, Embedded and Semi-Custom. The Computing and Graphics segment includes desktop and notebook processors and chipsets, discrete and integrated graphics processing units, data center and professional GPUs and development services. The Enterprise, Embedded and Semi-Custom segment includes server and embedded processors, semi-custom System-on-Chip products, development services and technology for game consoles. The company was founded by W. J. Sanders III on May 1, 1969 and is headquartered in Santa Clara, CA. 
			"
ADBE,"
				Adobe, Inc. engages in the provision of digital marketing and media solutions. It operates through the following segments: Digital Media, Digital Experience, and Publishing. The Digital Media segment offers creative cloud services, which allow members to download and install the latest versions of products, such as Adobe Photoshop, Adobe Illustrator, Adobe Premiere Pro, Adobe Photoshop Light room and Adobe InDesign, as well as utilize other tools, such as Adobe Acrobat. The Digital Experience segment provides solutions, including analytics, social marketing, targeting, media optimization, digital experience management, and cross-channel campaign management, as well as premium video delivery and monetization. The Publishing segment includes legacy products and services for eLearning solutions, technical document publishing, web application development, and high-end printing. The company was founded by Charles M. Geschke and John E. 
			"
APD,"
				Air Products & Chemicals, Inc. engages in the manufacture and distribution of atmospheric gases. It operates through the following segments: Industrial Gases-Americas; Industrial Gases-EMEA (Europe, Middle East, and Africa); Industrial Gases-Asia; Industrial Gases-Global; and Corporate and Other. The Industrial Gases-America, EMEA and Asia segment markets and produces atmospheric gases such as oxygen, nitrogen, argon, and rare gases; process gases such as hydrogen, helium, carbon dioxide, carbon monoxide, syngas, and specialty gases; and equipment for the production and processing of gases such as air separation units and non-cryogenic generators. The Industrial Gases-Global segment comprises cryogenic and gas processing equipment for air separation. The Corporate and Other segment includes LNG equipment and helium storage and distribution sale of equipment businesses and corporate support functions. The company was founded by Leonard Parker Pool on September 30, 1940 and is headquartered in Allentown, PA. . 
			"
AES,"
				AES Corp. engages in the provision of power generation and utility services through its renewable and thermal generation facilities and distribution businesses. It operates through the following business segments: U. S. and Utilities Strategic Business Unit (SBU), South America SBU, MCAC SBU, Eurasia SBU, and Corporate and Other. The U. S. and Utilities SBU segment consists of facilities in the United States, Puerto Rico, and El Salvador. 
			"
A,"
				Agilent Technologies, Inc. engages in the provision of application focused solutions for life sciences, diagnostics, and applied chemical markets. It operates through the following segments: Life Sciences and Applied Markets, Diagnostics and Genomics, and Agilent CrossLab. The Life Sciences and Applied Markets segment offers application-focused solutions that include instruments and software that enable to identify, quantify, and analyze the physical and biological properties of substances and products, as well as the clinical and life sciences research areas to interrogate samples at the molecular and cellular level. The Diagnostics and Genomics segment comprises activity providing active pharmaceutical ingredients for oligo-based therapeutics as well as solutions that include reagents, instruments, software, and consumables. The Agilent CrossLab segment includes startup, operational, training and compliance support, software as a service, and asset management and consultative services. The company was founded in May 1999 and is headquartered in Santa Clara, CA. . 
			"
ALB,"
				Albemarle Corp. is a specialty company, which engages in developing, manufacturing, and marketing of chemicals for consumer electronics, petroleum refining, utilities, packaging, construction, transportation, pharmaceuticals, crop production, food-safety, and custom chemistry services. It operates through the following segments: Lithium, Bromine Specialties, and Catalysts. The Lithium segment engages in developing and manufacture of basic lithium compounds, including lithium carbonate, lithium hydroxide, lithium chloride, and value-added lithium specialties and reagents. The Bromine Specialties segment consists of bromine and bromine-based business includes products used in fire safety solutions and other specialty chemicals applications. The Catalysts segment contain two product lines: clean fuels technologies, which is primarily composed of hydro processing catalysts, and heavy oil upgrading that comprises of fluidized catalytic cracking catalysts and additives. The company was founded in 1993 and is headquartered in Charlotte, NC. . 
			"
AKAM,"
				Akamai Technologies, Inc. engages in the provision of cloud services for delivering, optimizing, and securing content and business applications over the Internet. Its products include security, web performance, media delivery, and network operator. The company was founded by Frank T. Leighton, Jonathan Seelig, Randall S. Kaplan, and Daniel M. Lewin on August 20, 1998 and is headquartered in Cambridge, MA. . 
			"
ALK,"
				Alaska Air Group, Inc. is a holding company, which through its subsidiaries, Alaska Airlines, Inc. and Horizon Air Industries, Inc. , engages in the provision of air transportation services. It operates through three segments: Alaska Mainline, Alaska Regional and Horizon. The Alaska Mainline segment includes flying Boeing 737 jets and all associated revenues and costs. The Alaska Regional segment records actual on-board passenger revenue, less costs such as fuel, distribution costs, and payments made to Horizon, SkyWest and PenAir under the respective Capacity Purchase Agreements. The Horizon segment operates turboprop Q400 aircraft. 
			"
ARE,"
				Alexandria Real Estate Equities, Inc. is an urban office real estate investment trust, which engages in the ownership, operation, development, and redevelopment of life science and technology properties. It also provides a space for lease to the life science and technology industries which are primarily located in AAA urban innovation cluster locations. The company was founded by Alan D. Gold, Gary A. Kreitzer, Joel S. Marcus, and Jerry M. Sudarsky in October 1994 and is headquartered in Pasadena, CA. 
			"
ALLE,"
				Allegion Plc provides security products and solutions that keep people safe, secure and productiv. It operates through the following three geographic segments: Americas; Middle East, India, and Africa (EMEIA); and Asia Pacific. The Americas segment sells a range of products and solutions such locks, locksets, portable locks, key systems, door closers, exit devices, doors and door systems, electronic products, and access control and time and attendance systems. The EMEIA segment offers the same portfolio of products as the Americas segment as well as time and attendance and workforce productivity solutions. The Asia Pacific segment also provides the same product portfolio in addition to video analytics solutions. The company was founded on May 9, 2013 and is headquartered in Dublin, Ireland.
			"
MO,"
				Altria Group, Inc. operates as a holding company, which engages in the manufacture and sale of cigarettes in the United States. It operates through the following segments: Smokeable Products, Smokeless Products, and Wine. The Smokeable Products segment comprised of cigarettes manufactured and sold by PM USA and machine-made large cigars and pipe tobacco manufactured and sold by Middleton. The Smokeless products segment manufactured and sold by or on behalf of USSTC and PM USA. The Wine segment producer of Washington State wines, primarily Chateau Ste. Michelle and Columbia Crest, and owns wineries in or distributes wines from several other wine regions. The company was founded in 1919 and is headquartered in Richmond, VA. 
			"
ALGN,"
				Align Technology, Inc. engages in the design, manufacture, and market of orthodontics, restorative, and aesthetic dentistry products. It operates through the Clear Aligner, and Scanner and Services segments. The Clear Aligner segment consists of invisalign full, teen, and assist products, and vivera retainers for treating malocclusion. The Scanner and Services segment comprises of intraoral scanning systems such as single hardware platforms and restorative or orthodontic software options, ancillary products, and other related additional services. The company was founded by Zia Chishti, Brian Freyburger and Kelsey Wirth in March 1997 and is headquartered in San Jose, CA.
			"
ALL,"
				The Allstate Corp. engages in the property and casualty insurance business and the sale of life, accident, and health insurance products through its subsidiaries. It operates through following business segments: Allstate Protection, Service Businesses, Allstate Life, Allstate Benefits, Allstate Annuities, Discontinued Lines and Coverages, and Corporate and Other. The Allstate Protection segment sells private passenger auto and homeowners insurance through agencies and directly through call centers and the internet. These products are marketed under the Allstate, Encompass and Esurance brand names. The Service Businesses segment offers a range of products and services that expand and enhance customer value propositions including SquareTrade, Arity, Allstate Roadside, and Allstate Dealer Services. The Allstate Life segment provides traditional, interest-sensitive, and variable life insurance products through Allstate exclusive agencies and exclusive financial specialists. The Allstate Benefits segment gives voluntary benefits products, including life, accident, critical illness, short-term disability, and other health products sold through workplace enrolling independent agents and Allstate exclusive agencies. 
			"
GOOGL,"
				Alphabet, Inc. is a holding company, which engages in the business of acquisition and operation of different companies. It operates through the Google and Other Bets segments. The Google segment includes its main Internet products such as ads, Android, Chrome, hardware, Google Cloud, Google Maps, Google Play, Search, and YouTube. The Other Bets segment consists of businesses such as Access, Calico, CapitalG, GV, Verily, Waymo, and X. The company was founded by Lawrence E. Page and Sergey Mikhaylovich Brin on October 2, 2015 and is headquartered in Mountain View, CA. . 
			"
ALXN,"
				Alexion Pharmaceuticals, Inc. is a biopharmaceutical company, which focuses on serving patients with devastating and ultra-rare disorders through the development and commercialization of life-transforming therapeutic products. Its products include ultomiris, soliris, strensiq and kanuma. The company was founded by Joseph A. Madri, David W. Keiser, Stephen P. Squinto and Leonard Bell in January 1992 and is headquartered in Boston, MA. . 
			"
LNT,"
				Alliant Energy Corp. is a regulated investor-owned public utility holding company that engages in the provision of regulated electricity and natural gas service to natural gas customers in the Midwest through its two public utility subsidiaries. It operates its business through two segments: Utility and Non-utility, Parent and Other. The utility segment consists of Interstate Power and Light Co. and Wisconsin Power & Light Co. The Interstate Power & Light Co. is a public utility engaged principally in the generation and distribution of electricity and the distribution and transportation of natural gas in selective markets in Iowa and southern Minnesota. The Wisconsin Power and Light Co. 
			"
AMZN,"
				Amazon. com, Inc. engages in the provision of online retail shopping services. It operates through the following business segments: North America, International, and Amazon Web Services (AWS). The North America segment includes retail sales of consumer products and subscriptions through North America-focused websites such as www. amazon. com and www. amazon. 
			"
GOOG,"
				Alphabet, Inc. is a holding company, which engages in the business of acquisition and operation of different companies. It operates through the Google and Other Bets segments. The Google segment includes its main Internet products such as ads, Android, Chrome, hardware, Google Cloud, Google Maps, Google Play, Search, and YouTube. The Other Bets segment consists of businesses such as Access, Calico, CapitalG, GV, Verily, Waymo, and X. The company was founded by Lawrence E. Page and Sergey Mikhaylovich Brin on October 2, 2015 and is headquartered in Mountain View, CA. . 
			"
AEE,"
				Ameren Corp. is a public utility holding company, which engages in the provision of electric and natural gas services. It operates through the following segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, Ameren Transmission, and Other. The Ameren Transmission segment consists of the aggregated electric transmission businesses of Ameren Illinois and Ameren Transmission Company of Illinois (ATXI). The company was founded in 1902 and is headquartered in St. Louis, MO.
			"
AAL,"
				American Airlines Group, Inc. is a holding company, which engages in the operation of a network carrier through its principal wholly-owned mainline operating subsidiary, American. The firm offers air transportation for passengers and cargo. It operates through the following geographical segments: Department of Transportation Domestic; Department of Transportation Latin America; Department of Transportation Atlantic; and Department of Transportation Pacific. The company was founded on December 9, 2013 and is headquartered in Fort Worth, TX.
			"
AMCR,"
				Amcor Plc operates as a holding company, which engages in the provision of consumer packaging business. It operates through the Flexibles and Rigid Packaging segments. The Flexibles segment develops and supplies flexible packaging globally. The Rigid Plastics segment manufactures rigid plastic containers and related products. The company was founded 1926 and is headquartered in Warmley, the United Kingdom.
			"
AEP,"
				American Electric Power Co. , Inc. is a public utility holding company that engages in the business of generation, transmission and distribution of electricity. It operates through the following segments: Vertically Integrated Utilities, Transmission & Distribution Utilities, AEP Transmission Holdco and Generation & Marketing. The Vertically Integrated Utilities segment engages in the generation, transmission and distribution of electricity for sale to retail and wholesale customers through assets owned and operated by its subsidiaries. The Transmission & Distribution Utilities segment engages in the business of transmission and distribution of electricity for sale to retail and wholesale customers through assets owned and operated by its subsidiaries. The AEP Transmission Holdco segment engages in the development, construction and operation of transmission facilities through investments in its wholly-owned transmission subsidiaries and joint ventures. The Generation & Marketing segment engages in non-regulated generation and marketing, risk management, and retail activities. 
			"
AMT,"
				American Tower Corp. is a real estate investment trust, which owns, operates, and develops multitenant communications real estate. It operates through the following segments: U. S. Property, Asia Property, Europe Property, Africa Property, Latin America Property and Services. The U. S. Property segment operates in the United States. 
			"
AIG,"
				American International Group, Inc. engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers. It operates through the following segments: General Insurance, Life and Retirement, Other Operations, and Legacy Portfolio. The General Insurance segment consists of insurance businesses in North America and International business areas. The Life and Retirement segment includes Individual Retirement, Group Retirement, Life Insurance, and Institutional Markets. The Other Operations segment covers income from assets held by the company and other corporate subsidiaries. The Legacy Portfolio segment consists of run-off insurance lines and legacy investments. The company was founded by Cornelius Vander Starr in 1919 and is headquartered in New York, NY. 
			"
AXP,"
				American Express Co. engages in the provision of charge and credit card products, and travel-related services. It operates through the following segments: Global Consumer Services Group, Global Commercial Services, Global Merchant and Network Services and Corporate & Other. The Global Consumer Services Group segment issues a wide range of proprietary consumer cards globally. The Global Commercial Services segment provides proprietary corporate and small business cards, payment and expense management services, and commercial financing products. The Global Merchant and Network Services segment operates a global payments network that processes and settles card transactions, acquires merchants, and provides multi-channel marketing programs and capabilities, services, and data analytics. The Corporate & Other segment covers corporate functions and certain other businesses and operations. The company was founded by Henry Wells, William G. 
			"
AMP,"
				Ameriprise Financial, Inc. operates as a holding company. The company provides financial planning, asset management and insurance services to individuals, businesses and institutions. It operates through five segments: Advice & Wealth Management; Asset Management; Annuities; Protection; and Corporate & Other. The Advice & Wealth Management segment provides financial planning and advice, as well as full service brokerage and banking services, primarily to retail clients through the company's financial advisors. The Asset Management segment provides investment advice and investment products to retail and institutional clients. It also provides products and services on a global scale through two complementary asset management businesses: Columbia Management and Threadneedle. The Columbia Management business primarily provides U. 
			"
ABC,"
				AmerisourceBergen Corp. engages provision of pharmaceutical products and business solutions that improve access to care. It operates through the Pharmaceutical Distribution Services and Other segments. The Pharmaceutical Distribution Services segment distributes a comprehensive offering of brand-name, specialty brand-name & generic pharmaceuticals, over-the-counter healthcare products, home healthcare supplies & equipment, outsourced compounded sterile preparations, and related services to a wide variety of healthcare providers, including acute care hospitals and health systems, independent & chain retail pharmacies, mail order pharmacies, medical clinics, long-term care & alternate site pharmacies, and other customers. The Other segment focuses on global commercialization services and animal health and includes ABCS, World Courier, and MWI. The company was founded in 1947 and is headquartered in Chesterbrook, PA.
			"
AWK,"
				American Water Works Co. , Inc. engages in the provision of complementary water and wastewater services. It operates through the following segments: Regulated Businesses; Market-Based Businesses; and Other. The Regulated Businesses segment provides water and wastewater services to customers. The Market-Based Businesses segment is responsible for Military Services Group, Contract Operations Group, Homeowner Services Group, and Keystone Operations. The Other segment includes corporate costs that are not allocated to the Company's operating segments, eliminations of inter-segment transactions, fair value adjustments and associated income and deductions related to the acquisitions that have not been allocated to the operating segments for evaluation of performance and allocation of resource purposes. The company was founded in 1886 and is headquartered in Camden, NJ. 
			"
AME,"
				AMETEK, Inc. engages in the manufacture of electronic instruments and electromechanical devices. It operates through the following two segments: Electronic Instruments and Electromechanical. The Electronic Instruments segment designs and manufactures advanced instruments for the process, aerospace, power and industrial markets. The Electromechanical segment supplies automation solutions, thermal management systems, specialty metals and electrical interconnects. The company was founded in 1930 and is headquartered in Berwyn, PA.
			"
ADI,"
				Analog Devices, Inc. engages in the design, development, manufacture, and marketing of integrated circuits (ICs). Its products include industrial process control systems, medical imaging equipment, factory process automation systems, patient vital signs monitoring devices, instrumentation and measurement systems, wireless infrastructure equipment, energy management systems, networking equipment, aerospace and defense electronics, optical systems, automobiles, and portable consumer devices. The company was founded by Raymond P. Stata and Matthew Lorber in 1965 and is headquartered in Norwood, MA.
			"
ANTM,"
				Anthem, Inc. provides life, hospital and medical insurance plans. It offers a broad spectrum of network-based managed care health benefit plans to the large and small employer, individual, Medicaid, and Medicare markets. The company operates through the following segments: Commercial & Specialty Business, Government Business and Other. The Commercial and Specialty Business segment includes local group, national accounts, and individual and specialty businesses. The Government Business segment includes medicare and medicaid businesses, national government services and services provided to the federal government in connection with federal employee program. Anthem was founded on November 30, 2004 and is headquartered in Indianapolis, IN. . 
			"
ANSS,"
				ANSYS, Inc. engages in the development and marketing of engineering simulation software and services. It operates through the following geographical segments: United States; Japan; Germany; South Korea; France; China; Other EMEA; and Other International. The firm's solutions include automotive; aerospace and defense; construction; energy; materials and chemical processing; autonomous engineering; and electrification. The company was founded by John A. Swanson in 1970 and is headquartered in Canonsburg, PA.
			"
AMGN,"
				Amgen, Inc. is a biotechnology company, which engages in the discovery, development, manufacture and marketing of human therapeutics. Its products include the following brands: Aranesp, BLINCYTO, Corlanor, ENBREL, EPOGEN, IMLYGIC, KYPROLIS, Neulasta, NEUPOGEN, Nplate, Parsabiv, Prolia, Repatha, Sensipar, Vectibix, and XGEVA. The company was founded by William K. Bowes, Jr. , Franklin Pitcher Johnson, Jr. , George B. Rathmann and Joseph Rubinfeld on April 8, 1980 and is headquartered in Thousand Oaks, CA. 
			"
AON,"
				Aon Plc operates as a global professional services firm. It provides advice and solutions to clients focused on risk, retirement, and health through the following products and services: Commercial Risk Solutions, Reinsurance Solutions, Retirement Solutions, Health Solutions, and Data and Analytic Services. The Commercial Risk Solutions includes retail brokerage, cyber solutions, global risk consulting, and captives. The Reinsurance Solutions comprises treaty and facultative reinsurance brokerage and capital markets. The Retirement Solutions consists of core retirement, investment consulting, and talent, rewards and performance. The Health Solutions involves in heath and benefits brokerage and healthcare exchanges. The Data and Analytic Services include Affinity, Aon InPoint, and ReView. The company is headquartered in Dublin, Ireland. 
			"
APH,"
				Amphenol Corp. engages in the design, manufacture, and marketing of interconnect products. It operates through the Interconnect Products and Assemblies; and Cables Products and Solutions segments. The Interconnect Products and Assemblies segment comprises connector and connector systems, value-add products, and other products such as antennas and sensors, used in a applications in a diverse set of end markets. The Cable Products and Solutions segment includes value-add products and components for use in the broadband communications and information technology markets as well as certain applications in other markets. Its products include electrical, electronic and fiber optic connectors interconnect systems, antennas, sensors and sensor-based products, and coaxial and high-speed specialty cable. The company was founded by Schmitt J. Arthur in 1932 and is headquartered in Wallingford, CT. 
			"
AOS,"
				A. O. Smith Corp. manufactures residential and commercial water heating equipment and air purification products. It operates through the following two segments: North America and Rest of World. The North America segment manufactures and markets comprehensive lines of residential and commercial gas and electric water heaters, boilers, tanks. The Rest of World segment comprises of China, Europe, and India; and manufactures and markets water treatment products. The company was founded by Charles Jeremiah Smith in 1874 and is headquartered in Milwaukee, WI. 
			"
AAPL,"
				Apple, Inc. engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services. It operates through the following geographical segments: Americas, Europe, Greater China, Japan, and Rest of Asia Pacific. The Americas segment includes North and South America. The Europe segment consists of European countries, as well as India, the Middle East, and Africa. The Greater China segment comprises of China, Hong Kong, and Taiwan. The Rest of Asia Pacific segment includes Australia and Asian countries. Its products and services include iPhone, Mac, iPad, AirPods, Apple TV, Apple Watch, Beats products, Apple Care, iCloud, digital content stores, streaming, and licensing services. 
			"
APA,"
				Apache Corp. operates as an energy company, which engages in the exploration, development, and production of natural gas, crude oil, and natural gas liquids. The company was founded by Truman Anderson, Raymond Plank, and Charles Arnao on December 6, 1954 and is headquartered in Houston, TX.
			"
AIV,"
				Apartment Investment & Management Co. operates as a real estate investment trust that engages in the acquisition, ownership, management and redevelopment of apartment properties. The company was founded by Terry Considine in 1975 and is headquartered in Denver, CO.
			"
APTV,"
				Aptiv Plc engages in the design, development, and manufacture of vehicle components. The firm also provides electrical, electronic, and safety technology solutions to the global automotive and commercial vehicle markets. It operates through the following business segments: Signal and Power Solutions, Advanced Safety and User Experience, and Eliminations and Other. The Signal and Power Solutions segment includes complete electrical architecture and component products. The Advanced Safety and User Experience segment covers component and systems integration in connectivity and security solutions, as well as advanced software development and autonomous driving technologies. The Eliminations and Other segment comprises of elimination of inter-segment transactions, other expenses, and income of a non-operating or strategic nature. The company was founded in 1994 and is headquartered in Dublin, Ireland. . 
			"
ANET,"
				Arista Networks, Inc. engages in the development, marketing, and sale of cloud networking solutions. Its cloud networking solutions consist of Extensible Operating System(EOS) a set of network applications and Ethernet switching and routing platforms. The company was founded by Andreas Bechtolsheim, David Cheriton, and Kenneth Duda in October 2004 and is headquartered in Santa Clara, CA.
			"
ADM,"
				Archer-Daniels-Midland Co. processes oilseeds, corn, wheat, cocoa and other agricultural commodities. The company operates through the following segments: Ag Services and Oilseeds, Carbohydrate Solutions and Nutrition. The Ag Services and Oilseeds segment includes activities related to the origination, merchandising, crushing, and further processing of oilseeds such as soybeans and soft seeds, such as cottonseed, sunflower seed, canola, rapeseed, and flaxseed into vegetable oils and protein meals. The Carbohydrate Solutions segment engages in corn wet milling and dry milling activities; and also converts corn into sweeteners, starches, and bioproducts. The Nutrition segment provides customer needs for food, beverages, health and wellness, and more. Archer-Daniels-Midland was founded in 1902 and is headquartered in Chicago, IL. . 
			"
AMAT,"
				Applied Materials, Inc. engages in the provision of materials engineering solutions used to produce new chip and advanced display. It operates through the following segments: Semiconductor Systems, Applied Global Services, and Display and Adjacent Markets. The Semiconductor Systems segment includes semiconductor capital equipment for deposition, etch, ion implantation, rapid thermal processing, chemical mechanical planarization, metrology and inspection, and wafer level packaging. The Applied Global Services segment provides solutions to optimize equipment, performance, and productivity. The Display and Adjacent Markets segment offers products for manufacturing liquid crystal displays, organic light-emitting diodes; coating systems and display technologies for television; personal computers, tablets, smart phones, and consumer-oriented devices. The company was founded on November 10, 1967 and is headquartered in Santa Clara, CA. . 
			"
