Ticker,Description
AFL,"Aflac Inc.  (American Family Life Assurance Company) is an American insurance company and is the largest provider of supplemental insurance in the United States. The company was founded in 1955 and is based in Columbus, Georgia. In the U.S., Aflac underwrites a wide range of insurance policies, but is perhaps more known for its payroll deduction insurance coverage, which pays cash benefits when a policyholder has a covered accident or illness. The company states it ""provides financial protection to more than 50 million people worldwide"".In 2009, Aflac acquired Continental American Insurance Company for $100 million; this enabled Aflac to sell supplemental insurance on both the individual and group platform. As of June 30, 2012, Aflac was represented by approximately 19,300 sales agencies in Japan, and 76,900 licensed sales associates in the U.S."
A,"Agilent Technologies, Inc. is a global analytical instrumentation manufacturing company with headquarters in Santa Clara, CA. Agilent was established in 1999 as a spin-off from Hewlett-Packard. The resulting IPO of Agilent stock was the largest in the history of Silicon Valley at the time.The company provides analytical instruments, software, services and consumables for the entire laboratory workflow.  Agilent focuses its products and services on six markets: food, environmental and forensics, pharmaceutical, diagnostics, chemical and energy, and research. From 1999 to 2014, the company also produced test and measurement equipment for electronics; that division was spun off to form Keysight."
APD,"Air Products and Chemicals, Inc. is an American international corporation whose principal business is selling gases and chemicals for industrial uses. Air Products' headquarters is in Allentown, Pennsylvania, in the Lehigh Valley region of Pennsylvania, in the United States.  Air Products is the Lehigh Valley's third largest employer, after Lehigh Valley Hospital and St. Luke's Hospital. Leonard P. Pool founded the company in 1940. Air Products’ current CEO and Chairman is Seifi Ghasemi. On September 17, 2015 Air Products announced its intent to spin off its Materials Technologies business. This new stand alone company has been renamed Versum Materials."
AKAM,"Akamai Technologies, Inc. is a global content delivery network (CDN), cybersecurity, and cloud service company, providing web and Internet security services. Akamai's content delivery network is one of the world's largest distributed computing platforms, responsible for serving between 15% and 30% of all web traffic. The company operates a network of servers around the world and rents out capacity on these servers to customers who want their websites to work faster by distributing content from locations near the user. When a user navigates to the URL of an Akamai customer, their browser is redirected to one of Akamai's copies of the website."
ALK,"Alaska Air Group is an airline holding company based in SeaTac, Washington, United States. The group owns two certificated airlines, Alaska Airlines, a mainline carrier, and Horizon Air, a regional carrier. Alaska Airlines in turn wholly owns an aircraft ground handling company, McGee Air Services."
ALB,"Albemarle Corporation is a fine chemical manufacturing company based in Charlotte, North Carolina. It operates 3 divisions: lithium (37.8% of 2019 revenues), bromine specialties (28.0% of 2019 revenues) and catalysts (29.6% of 2019 revenues).Albermarle is the largest provider of lithium for electric vehicle batteries. Albermarle, Sociedad Química y Minera, and FMC Corporation collectively produce just over half of the world's lithium and lithium storage products, while just under half is produced by China. Albemarle is a large developer of flame retardant chemicals technologies, with production plants in the United States, China, the Netherlands, Belgium, Germany, France, Austria, and the United Kingdom. It also has a line of antioxidants and blends which concentrate on improving storage life and stability of fuel and other lubricant products. It produces products used in rigid and flexible polyurethane foam applications and ammonium polyphosphate products, pigments for paper applications, aluminum oxides used for flame-retardant, polishing agent, catalyst, and niche ceramic applications, as well as magnesium hydroxide mainly used as a flame-retardant. It is one of the largest producers of hydro processing catalysts (HPC) and fluidized catalytic cracking (FCC) catalysts used in the petroleum refining industry. Production locations (excluding joint ventures in Brasil and Japan) are: Bayport, Texas and Amsterdam, Netherlands. Albemarle also produces fine chemicals and chemical services for the pharmaceutical and life sciences industries. The Alternative Fuel Technologies division participates in the market for biofuels, gas to liquids, and coal liquefaction. The company is ranked 702nd on the Fortune 500."
ARE,"Alexandria Real Estate Equities, Inc. is an American real estate investment trust that invests in office buildings and laboratories leased to tenants in the life science and technology industries.The company also has a venture capital arm, Alexandria Venture Investments, which invests in life sciences firms.The company is named after Alexandria, Egypt because of that city's connection to science."
ALXN,"Alexion Pharmaceuticals Inc. is an American pharmaceutical company best known for its development of Soliris, a drug used to treat the rare disorders atypical hemolytic uremic syndrome (aHUS) and paroxysmal nocturnal hemoglobinuria (PNH). The company is also involved in immune system research related to autoimmune diseases.  It employs around 2,400 people worldwide. In February 2016, the company held the dedication ceremony for its new headquarters in New Haven, Connecticut, not far from the company's starting point in the same city.In September 2017, Alexion announced it would be moving its headquarters to Boston, Massachusetts, in mid-2018."
ALGN,"Align Technology is a manufacturer of 3D digital scanners and clear aligners used in orthodontics. It is headquartered in San Jose, California; it manufactures the aligners in Juarez, Mexico and its scanners in Israel and China."
ALLE,"Allegion plc is a provider based in Dublin of security products, for homes and businesses. It comprises thirty one global brands, including CISA, Interflex, LCN, Schlage and Von Duprin. The $US2 billion company sells products in more than 130 countries across the world. David D. Petratis has been announced Chairman of the Board, Chief Executive Officer and President of the Company, in August 2013.Allegion spun off from Ingersoll Rand Plc on 1 December 2013, and became a standalone, publicly traded company. This placed Allegion on the S&P 500, where it replaced JC Penney."
LNT,"Alliant Energy Corporation is a public utility holding company that incorporated in Madison, Wisconsin in 1981.  It consists of four subsidiaries: Interstate Power and Light Company (IPL) is a public utility that generates and distributes electricity and distributes and transports natural gas in Iowa. Wisconsin Power and Light Company (WPL) provides similar services as IPL in southern and central Wisconsin. Resource is organized to manage non-regulated investments Corporate Services provides administrative services to Alliant Energy and its subsidiaries."
ALL,"The Allstate Corporation is an American-based insurance company, headquartered in Northfield Township, Illinois, near Northbrook since 1967. Founded in 1931 as part of Sears, Roebuck and Co., it was spun off in 1993.  The company also has personal lines insurance operations in Canada.  Allstate is a large corporation, and with 2018 revenues of $39.8 billion it ranked 79th in the 2019 Fortune 500 list of the largest United States corporations by total revenue. Its current advertising campaign, in use since 2004, asks, ""Are you in good hands?"", leveraging its well-established prior ads showing a suburban-styled dwelling, cradled protectively in a pair of presumably giant human hands."
GOOGL,"Alphabet Inc. is an American multinational conglomerate headquartered in Mountain View, California. It was created through a restructuring of Google on October 2, 2015, and became the parent company of Google and several former Google subsidiaries. The two co-founders of Google continued to remain as controlling shareholders, board members, and employees at Alphabet. Alphabet is the world's fourth-largest technology company by revenue and one of the world's most valuable companies.The establishment of Alphabet Inc. was prompted by a desire to make the core Google business ""cleaner and more accountable"" while allowing greater autonomy to group companies that operate in businesses other than Internet services. Page and Brin announced their resignation from their executive posts in December 2019, with the CEO role to be filled by Sundar Pichai, also the CEO of Google. Page and Brin remain co-founders, employees, board members, and controlling shareholders of Alphabet Inc."
GOOG,"Alphabet Inc. is an American multinational conglomerate headquartered in Mountain View, California. It was created through a restructuring of Google on October 2, 2015, and became the parent company of Google and several former Google subsidiaries. The two co-founders of Google continued to remain as controlling shareholders, board members, and employees at Alphabet. Alphabet is the world's fourth-largest technology company by revenue and one of the world's most valuable companies.The establishment of Alphabet Inc. was prompted by a desire to make the core Google business ""cleaner and more accountable"" while allowing greater autonomy to group companies that operate in businesses other than Internet services. Page and Brin announced their resignation from their executive posts in December 2019, with the CEO role to be filled by Sundar Pichai, also the CEO of Google. Page and Brin remain co-founders, employees, board members, and controlling shareholders of Alphabet Inc."
MO,"Altria Group, Inc. (previously known as Philip Morris Companies, Inc.) is an American corporation and one of the world's largest producers and marketers of tobacco, cigarettes and related products. It operates worldwide and is headquartered in unincorporated Henrico County, Virginia, just outside the city of Richmond. Altria is the parent company of Philip Morris USA (producer of Marlboro cigarettes), John Middleton, Inc., U.S. Smokeless Tobacco Company, Inc., Philip Morris Capital Corporation, and Chateau Ste. Michelle Wine Estates. Altria also maintains large minority stakes in Belgium-based brewer ABInBev, the Canadian cannabis company Cronos Group, and the e-cigarette maker JUUL Labs. It is a component of the S&P 500 and was a component of the Dow Jones Industrial Average from 1985 to 2008, dropping due to spin-offs of Kraft Foods Inc. in 2007 and Philip Morris International in 2008."
AMZN,"Amazon.com, Inc. ( AM-ə-zon) is an American multinational technology company based in Seattle, Washington, which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is considered one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as ""one of the most influential economic and cultural forces in the world"", as well as the world's most valuable brand.Amazon was founded by Jeff Bezos in Bellevue, Washington, on July 5, 1994. The company started as an online marketplace for books but expanded to sell electronics, software, video games, apparel, furniture, food, toys, and jewelry. In 2015, Amazon surpassed Walmart as the most valuable retailer in the United States by market capitalization. In 2017, Amazon acquired Whole Foods Market for US$13.4 billion, which substantially increased its footprint as a physical retailer. In 2018, Bezos announced that its two-day delivery service, Amazon Prime, had surpassed 100 million subscribers worldwide.Amazon is known for its disruption of well-established industries through technological innovation and mass scale. It is the world's largest online marketplace, AI assistant provider, live-streaming platform and cloud computing platform as measured by revenue and market capitalization. Amazon is the largest Internet company by revenue in the world. It is the second largest private employer in the United States and one of the world's most valuable companies. Amazon distributes downloads and streaming of video, music, and audiobooks through its Prime Video, Amazon Music,  Twitch, and Audible subsidiaries. Amazon also has a publishing arm, Amazon Publishing, a film and television studio, Amazon Studios, and a cloud computing subsidiary, Amazon Web Services. It produces consumer electronics including Kindle e-readers, Fire tablets, Fire TV, and Echo devices. Its acquisitions over the years include Ring, Twitch, Whole Foods Market, and IMDb. The company has been criticized for various practices including technological surveillance overreach, a hyper-competitive and demanding work culture, tax avoidance, and for being anti-competitive."
AMCR,"Amcor plc is a UK-domiciled packaging company. It develops and produces flexible packaging, rigid containers, specialty cartons, closures and services for food, beverage, pharmaceutical, medical-device, home and personal-care, and other products.Amcor is listed on the New York Stock Exchange (NYSE: AMCR). Amcor merged with Bemis and became Amcor plc. It maintains dual headquarters in Zurich, Switzerland, and Melbourne, Australia. Its head office is in Warmley, Bristol, United Kingdom for tax purposes.As of 30 June 2017, the company employed 35,211 people and generated more than US$9B in sales from operations in some 200 locations in over 40 countries.Reflecting its global status, Amcor is included in several international stock market indices, including the Dow Jones Sustainability Index, CDP Climate Disclosure Leadership Index (Australia), the MSCI Global Sustainability Index, the Ethibel Excellence Investment Register, and the FTSE4Good Index Series."
AEE,"Ameren Corporation is an American power company created December 31, 1997, by the merger of St. Louis, Missouri's Union Electric Company (formerly NYSE: UEP) and the neighboring Central Illinois Public Service Company (CIPSCO Inc. holding, formerly NYSE: CIP) of Springfield, Illinois. It is now a holding company for several power companies and energy companies. The company is based in St. Louis, serving 2.4 million electric, and 900,000 natural gas customers across 64,000 square miles in central and eastern Missouri and the southern four-fifths of Illinois.Ameren is the holding company for the following: Ameren Missouri Ameren Illinois Ameren Transmission Company Ameren ServicesThe Ameren Missouri subsidiary owns Bagnell Dam on the Osage River, which forms the Lake of the Ozarks. Ameren Missouri is responsible for managing water levels on the lake according to federal regulations."
AAL,"American Airlines Group Inc. is an American publicly traded airline holding company headquartered in Fort Worth, Texas. It was formed on December 9, 2013, by the merger of AMR Corporation, the parent company of American Airlines, and US Airways Group, the parent company of US Airways. Integration was completed when the Federal Aviation Administration granted a single operating certificate for both carriers on April 8, 2015, and all flights now operate under the American Airlines brand.  The group operates the largest airline in the world, as measured by number of passengers carried, by fleet size and by scheduled passenger-kilometers flown.  The company ranked No. 70 in the Fortune 500 list of the largest United States corporations based on its 2019 revenue, but, impacted by coronavirus, it lost $2.2 billion in the first quarter of 2020 alone and accepted government aid, and is reported to be shrinking its passenger fleet."
AEP,"American Electric Power (AEP), (railcar reporting mark: AEPX) is a major investor-owned electric utility in the United States of America, delivering electricity to more than five million customers in 11 states.AEP ranks among the nation's largest generators of electricity, owning nearly 38,000 megawatts of generating capacity in the U.S. AEP also owns the nation's largest electricity transmission system, a nearly 39,000-mile (63,000 km) network that includes 765 kilovolt ultra-high voltage transmission lines, more than all other U.S. transmission systems combined. AEP's transmission system directly or indirectly serves about 10 percent of the electricity demand in the Eastern Interconnection, the interconnected transmission system that covers 38 eastern and central U.S. states and eastern Canada, and approximately 11 percent of the electricity demand in the Electric Reliability Council of Texas, the transmission system that covers much of Texas. AEP's utility units operate as AEP Ohio, AEP Texas, Appalachian Power (in Virginia, West Virginia, and Tennessee), Indiana Michigan Power, Kentucky Power, Public Service Company of Oklahoma, and Southwestern Electric Power Company (in Arkansas, Louisiana and east Texas). AEP's headquarters are in Columbus, Ohio. American Electric Power was the first utility to utilize 345 kV transmission lines which took place in 1953. The company ranked 185th on the 2018 Fortune 500 of the largest United States corporations by revenue."
AXP,"The American Express Company (Amex) is an American multinational financial services corporation headquartered at 200 Vesey Street in New York City. The company was founded in 1850 and is one of the 30 components of the Dow Jones Industrial Average. The company is best known for its charge card, credit card, and traveler's cheque businesses. During the 1980s, Amex invested in the brokerage industry, acquiring what became, in increments, Shearson Lehman Hutton and then divesting these into what became Smith Barney Shearson (owned by Primerica) and a revived Lehman Brothers. By 2008 neither the Shearson nor the Lehman name existed.In 2016, credit cards using the American Express network accounted for 22.9% of the total dollar volume of credit card transactions in the United States. As of December 31, 2019, the company had 114.4 million cards in force, including 54.7 million cards in force in the United States, each with an average annual spending of $19,972.In 2017, Forbes named American Express as the 23rd most valuable brand in the world (and the highest within financial services), estimating the brand to be worth US$24.5 billion. In 2020, Fortune magazine ranked American Express at number 9 on their Fortune List of the Top 100 Companies to Work For in 2020 based on an employee survey of satisfaction.The company's logo, adopted in 1958, is a gladiator or centurion whose image appears on the company's traveler's cheques, charge cards and credit cards."
AIG,"American International Group, Inc., also known as AIG, is an American multinational finance and insurance corporation with operations in more than 80 countries and jurisdictions. As of January 1, 2019, AIG companies employed 49,600 people. The company operates through three core businesses: General Insurance, Life & Retirement, and a standalone technology-enabled subsidiary. General Insurance includes Commercial, Personal Insurance, U.S. and International field operations. Life & Retirement includes Group Retirement, Individual Retirement, Life, and Institutional Markets.AIG's corporate headquarters are in New York City and the company also has offices around the world. AIG serves 87% of the Fortune Global 500 and 83% of the Forbes 2000. AIG was ranked 60th on the 2018 Fortune 500 list. According to the 2016 Forbes Global 2000 list, AIG is the 87th largest public company in the world. On December 31, 2017, AIG had $65.2 billion in shareholder equity.During the financial crisis of 2008, the Federal Reserve bailed the company out for $180 billion and assumed control, with the Financial Crisis Inquiry Commission correlating AIG's failure with the mass sales of unhedged insurance. AIG repaid $205 billion to the United States government in 2012."
AMT,"American Tower Corporation (also referred to as American Tower or ATC) is an American real estate investment trust and an owner and operator of wireless and broadcast communications infrastructure in several countries worldwide and is headquartered in Boston, Massachusetts. It is ranked 410th on the Fortune 500.As of December 31, 2018, the company owned 170,686 communications sites, including 40,757 sites in the U.S., 75,872  sites in Asia, 16,665 sites in Europe, Middle East and Africa, and 37,392 sites in Latin America."
AWK,"American Water is an American public utility company operating in the United States and Canada. It was founded in 1886 as the American Water Works & Guarantee Company. In 1914, American Water Works and Guarantee Company became American Water Works and Electric Company. In 1947 it was reorganized as American Water Works Company, Inc. The company was a subsidiary of the German-based RWE Group from 2001 to 2008, but the company was divested on April 23, 2008 in an initial public offering (IPO) on the NYSE.Most of American Water's services are locally managed utility subsidiaries that are regulated by the U.S. state in which each operates. American Water also owns subsidiaries that manage municipal drinking water and wastewater systems under contract and others that supply businesses and residential communities with water management products and services. In 2003, American Water established the American Water Military Services Group,  which serves as a contracted water utility for several military bases in the United States. Its Military Services Group works with the United States Military to treat and supply water and to collect and treat wastewater for military installations all over the country. To date, American Water Military Services Group provides services to 11 military bases. American Water Works Company provides services such as water line protection, sewer line protection, an in-home plumbing emergency program, electric line protection, heating system protection, cooling system protection, power surge protection, and water heater protection.With headquarters in Camden, New Jersey, American Water has about 7,100 employees and provides services to approximately 14 million people in 46 U.S. states. As of 2017 American Water shares are mainly held by institutional investors (Vanguard Group, BlackRock, State Street Corporation, T Rowe Price, Oak Hill Capital, and others.)"
AMP,"Ameriprise Financial, Inc. is a diversified financial services company and bank holding company incorporated in Delaware and headquartered in Minneapolis, Minnesota. It provides financial planning products and services, including wealth management, asset management, insurance, annuities, and estate planning.In 2019, over 85% of the company's revenues came from wealth management.The company's primary subsidiaries include Ameriprise Financial Services, RiverSource Life Insurance Company, and Columbia Threadneedle Investments, its global asset management brand, and a provider of investments to institutional and retail clients. Ameriprise was formerly a division of American Express, which completed the corporate spin-off of the company in September 2005. The company is ranked 249th on the Fortune 500. It is on the list of largest banks in the United States. It is also the 9th largest independent broker-dealer based on assets under management. It is one of the largest financial planning companies in the United States and is among the 25 largest asset managers in the world. It is ranked 8th in long-term mutual fund assets in the U.S., fourth in retail funds in the U.K., and 27th in global assets under management."
ABC,"AmerisourceBergen Corporation is an American drug wholesale company that was formed by the merger of Bergen Brunswig and AmeriSource in 2001. They provide drug distribution and related services designed to reduce costs and improve patient outcomes. They also distribute a line of brand name and generic pharmaceuticals, over-the-counter (OTC) health care products and home health care supplies and equipment to health care providers throughout the United States, including acute care hospitals and health systems, independent and chain retail pharmacies, mail-order facilities, physicians, clinics and other alternate site facilities, as well as nursing and assisted living centers. They also provide pharmaceuticals and pharmacy services to long-term care, workers' compensation and specialty drug patients. AmerisourceBergen is a market leader in pharmaceutical distribution handling about 20% of all of the pharmaceuticals sold and distributed throughout the country and ranked 10th on the Fortune 500 list for 2019 with over $153 billion in annual revenue. In 2012, the firm was the largest by revenue based in Pennsylvania."
AME,"AMETEK, Inc. is an American global manufacturer of electronic instruments and electromechanical devices with a headquarters in the United States and over 220 manufacturing sites worldwide.The company was founded in 1930. The company's original name, American Machine and Metals, was changed to AMETEK in the early 1960s, reflecting AME's evolution from a provider of heavy machinery to a manufacturer of analytical instruments, precision components and specialty materials.The firm has two operating groups (the Electronic Instruments Group and the Electromechanical Group). Together, these groups and their divisions comprise over 100 brands, including analytical instruments, monitoring, testing and calibration devices as well as electrical motors, pumps and interconnects. The company's headquarters are in Berwyn, Pennsylvania. AMETEK is listed on the New York Stock Exchange. Its common stock is a component of the S&P 500 index and the Russell 1000 index"
AMGN,"Amgen Inc. (formerly Applied Molecular Genetics Inc.) is an American multinational biopharmaceutical company headquartered in Thousand Oaks, California. One of the world's largest independent biotechnology companies, Amgen was established in Thousand Oaks, California, in 1980. Amgen's Thousand Oaks staff in 2017 numbered 5,125 (7.5% of total city employment) and included hundreds of scientists, making Amgen the largest employer in Ventura County. Focused on molecular biology and biochemistry, its goal is to provide a healthcare business based on recombinant DNA technology.In 2018, the company's largest selling product lines were Neulasta, an immunostimulator used to prevent infections in patients undergoing cancer chemotherapy and Enbrel, a tumor necrosis factor blocker used in the treatment of rheumatoid arthritis and other autoimmune diseases. Other products include Epogen, Aranesp, Sensipar/Mimpara, Nplate, Vectibix, Prolia and XGEVA. Amgen sponsors the Tour of California."
APH,"Amphenol Corporation is a major producer of electronic and fiber optic connectors, cable and interconnect systems such as coaxial cables. Amphenol is a portmanteau from the corporation's original name, American Phenolic Corp.Amphenol was founded in Chicago in 1932 by entrepreneur Arthur J. Schmitt, whose first product was a tube socket for radio tubes (valveholder bases).  Amphenol expanded significantly during World War II, when the company became the primary manufacturer of connectors used in military hardware, including airplanes and radios. From 1967 to 1982 it was part of Bunker Ramo Corporation. The company sells its products into diverse electronics markets, including military-aerospace, industrial, automotive, information technology, mobile phones, wireless infrastructure, broadband, medical, and pro audio. Operations are located in more than 60 locations around the world. Amphenol's world headquarters is located in Wallingford, Connecticut.  The largest division of Amphenol is Amphenol Aerospace (formerly Bendix Corporation) in Sidney, New York. This is the birthplace of the MIL-DTL-38999 cylindrical connector.  Amphenol engineers also invented the commonly used BNC connector (""Bayonet Neill-Concelman"").Amphenol Fiber Systems International is a fiber optic company started in 1993 that specializes in the fabrication and manufacturing of fiber optic connectivity products and systems. AFSI provides solutions for communication systems based on fiber optic interconnect technology. AFSI employs over 100 people at its 50,000 square foot facility in the heart of the telecom corridor in Allen, just north of Dallas, Texas.Amphenol Cables on Demand, another division of Amphenol launched in December 2006, specializes in distributing standard cable assemblies via their e-commerce storefront.  They sell more than 2500 audio, video, computer, and networking cables.  Offices are located in New York, California, Florida, Toronto, and China."
ADI,"Analog Devices, Inc. (ADI), also known simply as Analog, is an American multinational semiconductor company specializing in data conversion, signal processing and power management technology, headquartered in Norwood, Massachusetts. In 2012, Analog Devices led the worldwide data converter market with a 48.5% share, according to analyst firm Databeans.The company manufactures analog, mixed-signal and digital signal processing (DSP) integrated circuits (ICs) used in electronic equipment. These technologies are used to convert, condition and process real-world phenomena, such as light, sound, temperature, motion, and pressure into electrical signals.Analog Devices has approximately 100,000 customers in the following industries: communications, computer, instrumentation, military/aerospace, automotive, and consumer electronics applications."
ANSS,"Ansys, Inc. is a global public company based in Canonsburg, Pennsylvania. It develops and markets multiphysics engineering simulation software for product design, testing and operation. Ansys was founded in 1970 by John Swanson. Swanson sold his interest in the company to venture capitalists in 1993. Ansys went public on NASDAQ in 1996. In the 2000s, Ansys made numerous acquisitions of other engineering design companies, acquiring additional technology for fluid dynamics, electronics design, and other physics analysis. Ansys became a component of the NASDAQ-100 index on December 23, 2019."
ANTM,"Anthem, Inc., is a provider of health insurance in the United States. It is the largest for-profit managed health care company in the Blue Cross Blue Shield Association. As of 2018, the company had approximately 40 million members.Anthem is ranked 29th on the Fortune 500.Prior to 2014, it was named WellPoint, Inc. The company was formed by the 2004 merger of WellPoint, based in California, and Anthem, based in Indianapolis, after both companies acquired several health insurance companies. The company operates as Anthem Blue Cross in California, where it has about 800,000 customers and is the largest health insurer. It operates as Empire BlueCross BlueShield in New York State and as Anthem Blue Cross and Blue Shield in 10 states."
AON,"Aon plc (/eɪˈon/) is a large Anglo-American, Irish Domiciled global professional services firm that sells a range of financial risk-mitigation products, including insurance, pension administration, and health-insurance plans. Aon has approximately 50,000 employees in 120 countries.Aon was created in 1982 when the Ryan Insurance Group merged with the Combined Insurance Company of America. In 1987, that company was renamed Aon, a Gaelic word meaning ""one""."
AOS,"A. O. Smith Corporation is an American manufacturer of both residential and commercial water heaters and boilers and the largest manufacturer and marketer of water heaters in North America. It also supplies water treatment products in the Asian market. The company has 24 locations worldwide, including five manufacturing facilities in North America, as well as plants in Bengaluru in India, Nanjing in China and Veldhoven in The Netherlands.In the past, A. O. Smith has had numerous other product lines.  Among them, it was the largest bomb maker in the United States by the end of World War I. Smith ranked 74th among United States corporations in the value of World War II military production contracts."
APA,Apache Corporation is a company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in Houston. The company is ranked 411th on the Fortune 500.
AIV,"Aimco or Apartment Investment and Management Company is a publicly traded real estate investment trust. As of December 31, 2019, the company owned 124 apartment communities comprising 32,839 apartment units primarily in Atlanta, the San Francisco Bay Area, Boston, Chicago, Denver, the Washington metropolitan area, Los Angeles, Miami, New York City, Philadelphia, San Diego, and Seattle."
